Date,Value,Daily Return,Total Return,adjclose,IVV Daily Return,IVV Total Return
2021-12-31,1000000.0,0.0,0.0,475.4110107421875,0.0,0.0
2022-01-03,983699.4756469728,-0.0163005243530272,-0.0163005243530272,478.2515563964844,0.005974926095763555,0.005974926095763555
2022-01-04,977096.9561843872,-0.006711927398602269,-0.02290304381561281,478.0921020507813,-0.00033341103352491075,0.005639522955953824
2022-01-05,971869.2495040894,-0.005350243542577737,-0.028130750495910628,468.7730407714844,-0.019492188302887126,-0.01396259199032912
2022-01-06,945774.0433425904,-0.02685053177144392,-0.05422595665740959,468.4242248535156,-0.0007441040495730356,-0.0146963064186596
2022-01-07,953814.1137924194,0.008501047905072001,-0.04618588620758057,466.5504455566406,-0.004000175903500658,-0.018637694511353886
2022-01-10,940419.7468338012,-0.014042953196993002,-0.05958025316619886,465.67333984375,-0.0018799804420809307,-0.020482636452268
2022-01-11,938561.4789428712,-0.0019759983743283804,-0.06143852105712877,470.26806640625,0.009866844780166417,-0.010817890666664609
2022-01-12,941976.317199707,0.0036383746120520755,-0.05802368280029302,471.5139465332031,0.002649297743038348,-0.00819725273695382
2022-01-13,942776.2958831788,0.000849255622317413,-0.057223704116821206,465.0454406738281,-0.013718588616380423,-0.021803386615251497
2022-01-14,931432.6341400146,-0.01203218811577944,-0.06856736585998535,465.2048950195313,0.0003428790646180513,-0.021467983475441432
2022-01-18,910627.750732422,-0.02233643383861217,-0.08937224926757803,456.9822082519531,-0.017675408955516114,-0.038763937043578944
2022-01-19,920382.4497451782,0.010712059900338522,-0.07961755025482176,452.2579040527344,-0.010338048427071422,-0.048701242012269885
2022-01-20,926828.2246780396,0.007003365758056379,-0.0731717753219604,447.2345886230469,-0.011107192123505194,-0.05926750008409154
2022-01-21,923535.2732543944,-0.003552925273492824,-0.07646472674560556,438.5235290527344,-0.019477607036459843,-0.07759071804388007
2022-01-24,917640.3854751588,-0.006382958994584964,-0.0823596145248412,440.0584106445313,0.0035001122861353373,-0.07436218198326017
2022-01-25,872823.6792907715,-0.04883907344725358,-0.12717632070922846,434.9952392578125,-0.01150568030117416,-0.08501227479203721
2022-01-26,855604.9047012329,-0.019727666650302123,-0.14439509529876704,433.9885864257813,-0.0023141697682685924,-0.08712971172405037
2022-01-27,859726.4539871216,0.004817117413939975,-0.14027354601287845,431.7261047363281,-0.005213228550746907,-0.09188871317401914
2022-01-28,865305.4330596924,0.0064892490474119935,-0.13469456694030757,442.2810363769531,0.024448212709007544,-0.06968701527024701
2022-01-31,902677.8386001588,0.0431898426990327,-0.09732216139984118,450.27447509765625,0.01807321151768848,-0.05287327191957414
2022-02-01,890819.7701950073,-0.013136545396462362,-0.10918022980499265,453.3841857910156,0.006906255773625469,-0.04633217248541366
2022-02-02,899942.9318313599,0.010241310242087964,-0.10005706816864013,457.7397155761719,0.009606708662670327,-0.037170563505519394
2022-02-03,888987.5198516846,-0.012173451884755937,-0.11101248014831544,447.114990234375,-0.023211281390392746,-0.05951906848694599
2022-02-04,886030.4539871216,-0.0033263300086106007,-0.11396954601287845,449.3575439453125,0.005015608422705764,-0.05480198440545514
2022-02-07,884253.0182571411,-0.002006066182016708,-0.11574698174285891,447.7628479003906,-0.003548835590742705,-0.05815633676349641
2022-02-08,883106.2283401489,-0.00129690246266001,-0.11689377165985104,451.3210144042969,0.007946542507023313,-0.050671936058617084
2022-02-09,891961.3403015137,0.010027233052142037,-0.10803865969848636,457.9789123535156,0.014752022920994756,-0.03666742669981027
2022-02-10,865425.8841400146,-0.029749558599175496,-0.13457411585998535,449.88580322265625,-0.01767135759432581,-0.05369082108486001
2022-02-11,862124.6343765259,-0.003814595592745995,-0.13787536562347413,440.88568115234375,-0.02000534803686216,-0.07262206555953465
2022-02-14,862630.1768569946,0.0005863914106043477,-0.1373698231430054,439.450439453125,-0.0032553602001031967,-0.07564101477776608
2022-02-15,861244.1583633423,-0.0016067354595712402,-0.13875584163665766,446.5169677734375,0.016080376046742506,-0.0607769746932072
2022-02-16,862944.5699768066,0.001974366498689095,-0.13705543002319331,447.0252990722656,0.0011384366900162313,-0.05970772874108987
2022-02-17,864690.1004101563,0.002022760782186328,-0.13530989958984374,437.6464538574219,-0.020980569185475972,-0.07943559579280568
2022-02-18,860904.1657559205,-0.004378371687660199,-0.13909583424407956,434.62646484375,-0.006900522069934856,-0.08578797078083389
2022-02-22,857153.8457791138,-0.004356257207227765,-0.1428461542208862,429.912109375,-0.010846913039326389,-0.09570434916128034
2022-02-23,840984.7563168335,-0.018863695871985886,-0.15901524368316644,422.0781555175781,-0.018222221906730618,-0.11218262518015476
2022-02-24,858631.714439087,0.020983683699024258,-0.14136828556091308,428.7161254882813,0.01572687400171957,-0.09822003318982564
2022-02-25,881809.7834469605,0.026994191593557648,-0.11819021655303952,438.15472412109375,0.022015963645086734,-0.07836647822466525
2022-02-28,892398.1276516723,0.012007515003204405,-0.10760187234832763,437.2677001953125,-0.0020244536392036716,-0.08023228256183546
2022-03-01,884853.0379299927,-0.00845484710006561,-0.1151469620700073,430.4902038574219,-0.015499650065310955,-0.09448836032349683
2022-03-02,889220.378361206,0.004935667556083878,-0.11077962163879396,438.3441162109375,0.01824411399641712,-0.07796810274415611
2022-03-03,904242.6488156128,0.016893754146854123,-0.09575735118438722,436.2411193847656,-0.004797593371048903,-0.08239163686232642
2022-03-04,923357.6275219726,0.021139213828718306,-0.07664237247802741,432.5134887695313,-0.008544885957773585,-0.09023249567923719
2022-03-07,954359.5555844116,0.03357521196379709,-0.045640444415588344,419.8056945800781,-0.029381266756803193,-0.11696261741035652
2022-03-08,935339.58030365,-0.01992956969882753,-0.06466041969634995,416.6760864257813,-0.007454896859908744,-0.12354557002100608
2022-03-09,924331.4002804564,-0.01176918015125572,-0.07566859971954354,427.8888549804688,0.02691003616470966,-0.09996014961355126
2022-03-10,926582.4481015014,0.0024353254907947264,-0.07341755189849852,425.9253540039063,-0.004588810747716554,-0.10409026215237782
2022-03-11,920865.4225430298,-0.006170012792909518,-0.07913457745697028,420.6130065917969,-0.01247248458484751,-0.11526448254709698
2022-03-14,921346.9690518188,0.0005229282118761613,-0.07865303094818121,417.4335632324219,-0.007559070474633778,-0.12195226067493514
2022-03-15,940184.266140442,0.020445388894054783,-0.05981573385955796,426.623046875,0.02201424238966032,-0.10262270491173986
2022-03-16,940844.6736416626,0.0007024234769761328,-0.05915532635833742,436.0716552734375,0.022147440152725517,-0.08274809497435787
2022-03-17,944022.2409481813,0.0033773558968235307,-0.05597775905181879,441.49365234375,0.012433729651409431,-0.07134323276502885
2022-03-18,936437.0845455932,-0.008034934002158045,-0.06356291545440673,446.2179870605469,0.010700798735648664,-0.0614058636043493
2022-03-21,937006.6988339232,0.0006082782257672559,-0.06299330116607682,446.1282653808594,-0.00020107140969050086,-0.06159458805048157
2022-03-22,943868.3547634888,0.007322952907492297,-0.05613164523651126,451.5701904296875,0.012198117606788239,-0.05014780847267486
2022-03-23,944509.4002804564,0.0006791683540743332,-0.05549059971954362,445.9089965820313,-0.012536686361580562,-0.06205580748771289
2022-03-24,954211.08030365,0.010271660631765878,-0.04578891969635002,452.3599853515625,0.014467052288648752,-0.0484865198108031
2022-03-25,962082.9204754638,0.008249579505311244,-0.03791707952453616,454.6400146484375,0.0050402983701201,-0.04369060796745827
2022-03-28,968701.49071167,0.006879417662809306,-0.03129850928833,457.8299865722656,0.007016478578760532,-0.03698068360359441
