Date,Value,Daily Return,Total Return,adjclose,VLUE Daily Return,VLUE Total Return
2021-12-31,1000000.0,0.0,0.0,108.70963287353516,0.0,0.0
2022-01-03,1001693.2234306335,0.0016932234306334948,0.0016932234306334948,110.33824157714844,0.014981273145387997,0.014981273145387997
2022-01-04,969781.814649582,-0.03185746697153469,-0.03021818535041798,112.23497009277344,0.01719012817780685,0.032428931328830846
2022-01-05,935300.3413734436,-0.035555908303557815,-0.06469965862655636,111.43059539794922,-0.007166881179362594,0.02502963585186091
2022-01-06,950436.783203125,0.016183509360698345,-0.04956321679687503,111.69873046875,0.0024062966714231138,0.02749616125272114
2022-01-07,948016.9389343262,-0.002546033898902289,-0.05198306106567385,112.06615447998048,0.003289419760534207,0.030876027429418862
2022-01-10,953168.7537403108,0.005434306703185898,-0.04683124625968926,112.1853256225586,0.0010633999456044485,0.03197226094091232
2022-01-11,975343.8910694122,0.023264649876618915,-0.024656108930587783,113.0691375732422,0.007878142223851414,0.04010228518367431
2022-01-12,980237.2676372528,0.005017078194312852,-0.01976273236274717,113.24788665771484,0.0015808830624259862,0.041746565269511704
2022-01-13,938041.7045040132,-0.0430462751482068,-0.06195829549598686,113.5457992553711,0.0026306239034434853,0.044487008685439866
2022-01-14,938908.4852676392,0.0009240322252881406,-0.06109151473236085,114.12177276611328,0.00507260959471334,0.04978528350725098
2022-01-18,918795.8159561156,-0.021421330861431498,-0.08120418404388441,111.8973388671875,-0.01949175731334496,0.029323123530006656
2022-01-19,913199.9638900756,-0.006090419621923138,-0.08680003610992448,109.59345245361328,-0.0205892869026022,0.00813009442416468
2022-01-20,905923.9196128844,-0.007967635309791832,-0.09407608038711557,107.9151840209961,-0.015313583020185706,-0.00730798947194744
2022-01-21,869875.2554988861,-0.039792153991697776,-0.1301247445011139,105.9787368774414,-0.017944158286177125,-0.025121012038286206
2022-01-24,870153.5342788696,0.0003199065362813336,-0.12984646572113034,106.39581298828124,0.003935469728443275,-0.021284405292267383
2022-01-25,862061.7736587524,-0.009299233182823441,-0.13793822634124753,105.8099136352539,-0.005506789567855108,-0.0266739861191011
2022-01-26,841203.044960022,-0.02419632714973785,-0.15879695503997804,104.86650848388672,-0.008916037438791213,-0.03535219729901262
2022-01-27,839782.7977790833,-0.0016883524012994977,-0.16021720222091673,103.7542953491211,-0.010605989947081396,-0.04558324219693333
2022-01-28,863389.5250358582,0.02811051538469944,-0.1366104749641418,105.363037109375,0.015505302742798932,-0.030784721424396144
2022-01-31,896402.0175552368,0.03823591966558504,-0.10359798244476315,106.56462860107422,0.011404298173864014,-0.019731501392855177
2022-02-01,916109.5371074677,0.02198513520304135,-0.08389046289253232,107.00157928466795,0.0041003350673651795,-0.01571207209258285
2022-02-02,896590.4832077026,-0.02130646293825811,-0.10340951679229737,107.99462890625,0.009280700604802572,-0.006577190524752696
2022-02-03,880628.078086853,-0.017803451430514206,-0.11937192191314694,106.63414764404295,-0.012597675236127537,-0.01909200845068315
2022-02-04,902974.4251174928,0.025375465064873648,-0.09702557488250718,105.74040222167967,-0.008381418542835917,-0.02731340887987055
2022-02-07,906453.873538971,0.0038533189032738946,-0.093546126461029,106.13761901855467,0.0037565281437292875,-0.02365948432529963
2022-02-08,910807.9696540833,0.004803439250706809,-0.08919203034591672,106.89234161376952,0.007110792593556292,-0.016716929417651016
2022-02-09,937567.2340831755,0.029379699476340004,-0.06243276591682445,108.5408172607422,0.015421831181592571,-0.0015529038994119837
2022-02-10,933397.578857422,-0.004447313295702915,-0.06660242114257797,107.09095001220705,-0.013357806630958091,-0.014889967140365279
2022-02-11,915384.4350414276,-0.019298468545466352,-0.08461556495857236,105.9290771484375,-0.010849402901338623,-0.02557782278901033
2022-02-14,882952.6816043854,-0.03542965359201733,-0.11704731839561466,104.98567962646484,-0.008905935436883672,-0.03425596378751905
2022-02-15,919350.0632820128,0.04122234683232495,-0.08064993671798715,106.68379974365234,0.01617477853388527,-0.018635267881361717
2022-02-16,912952.4424476624,-0.006958851790917819,-0.08704755755233762,106.7036590576172,0.00018615116833653467,-0.018452585689913592
2022-02-17,892725.0241947174,-0.022156048127451644,-0.10727497580528256,104.99561309814452,-0.01600737945219277,-0.034164587601093754
2022-02-18,873497.1794300079,-0.021538373232064312,-0.12650282056999207,104.37991333007812,-0.005864052315127322,-0.03982829698720358
2022-02-22,859216.4699573517,-0.016348890195587162,-0.14078353004264832,103.06908416748048,-0.012558251111518315,-0.05188637434381249
2022-02-23,847384.1815948486,-0.013771021362160796,-0.15261581840515137,101.77811431884766,-0.012525286889471965,-0.06376176950897372
2022-02-24,866677.5999202728,0.02276820684699632,-0.13332240007972718,102.12567901611328,0.0034149256899846936,-0.060564585523724124
2022-02-25,896362.0435504913,0.03425084902730746,-0.10363795644950868,104.82678985595705,0.026448889895924976,-0.03571756168190843
2022-02-28,911300.682832718,0.016665854371805677,-0.08869931716728197,104.27068328857422,-0.005305004266056179,-0.040833084130868946
2022-03-01,888503.5350761414,-0.025016054729283477,-0.11149646492385867,102.31436157226562,-0.018761953548289134,-0.058828929251461326
2022-03-02,887506.4142360687,-0.0011222474652137215,-0.11249358576393131,105.39282989501952,0.03008833046941839,-0.030510663046522946
2022-03-03,858022.2200790405,-0.033221387117981616,-0.1419777799209595,104.8863754272461,-0.004805397751231233,-0.03516944492616181
2022-03-04,837695.1649681091,-0.0236905928952037,-0.16230483503189086,103.64505767822266,-0.011834880783772261,-0.04658809952200149
2022-03-07,796907.7125583648,-0.04869008932538965,-0.2030922874416351,100.84464263916016,-0.0270192819782753,-0.07234860450245983
2022-03-08,791049.7377868652,-0.007350882265517833,-0.20895026221313484,100.15943908691406,-0.006794645053162296,-0.07865166646793631
2022-03-09,807890.8300720215,0.021289549165736332,-0.19210916992797855,102.0859603881836,0.019234545628772803,-0.06092994990662015
2022-03-10,805439.501222229,-0.003034232793029612,-0.19456049877777104,101.4106903076172,-0.006614720359182313,-0.06714163568567111
2022-03-11,777713.3204589844,-0.03442366648416306,-0.22228667954101566,100.48714447021484,-0.009106986991222477,-0.07563716467413473
2022-03-14,763301.5028255463,-0.018531015548161833,-0.23669849717445368,99.84165954589844,-0.006423557239281785,-0.08157486225671529
2022-03-15,780884.6000736237,0.023035585784895396,-0.2191153999263763,101.4206085205078,0.01581453054557347,-0.06705039986205152
2022-03-16,818469.9836605072,0.0481318028084301,-0.18153001633949273,103.31735229492188,0.018701758962829995,-0.049602601315803074
2022-03-17,846072.7535522461,0.03372484079170368,-0.1539272464477539,104.29053497314452,0.009419353638144612,-0.040650472120823844
2022-03-18,861258.7803771973,0.017948842769362816,-0.13874121962280273,104.69769287109376,0.00390407334715559,-0.036905101198424495
2022-03-21,853067.9156864167,-0.00951034100017345,-0.1469320843135833,104.60831451416016,-0.0008536802911565111,-0.03772727633204476
2022-03-22,875752.894236374,0.026592230387312066,-0.12424710576362608,105.50206756591795,0.008543805106780544,-0.02950580572145478
2022-03-23,877335.2693088532,0.001806873928585695,-0.1226647306911468,104.08200073242188,-0.013460085344856543,-0.042568740403131855
2022-03-24,884253.2403858185,0.00788520799171244,-0.11574675961418146,105.66000366210938,0.015161151001932494,-0.028052980502413227
2022-03-25,878360.6914833069,-0.006663870295731789,-0.12163930851669302,106.51000213623048,0.008044656867884692,-0.020234000236791894
2022-03-28,880133.7110679627,0.002018555249394982,-0.11986628893203732,106.20999908447266,-0.0028166655313189848,-0.022993673357083133
2022-03-29,901815.381451416,0.02463451872232514,-0.09818461854858407,107.63999938964844,0.013463895278244431,-0.009839362488980652
